code	label	tree
D829	D829 (Déficit immunitaire associé à une anomalie majeure, sans précision)	ICD10FR (code CIM10)-Chap3 (MALADIES DU SANG ET ORGANES HEMATO)-D82 (DEFIC. IMMUN. ASSOCIE A D'AUTRES ANOM. MAJEURES)-D829 (Déficit immunitaire associé à une anomalie majeure, sans précision)
F488	F488 (Autres troubles névrotiques précisés)	ICD10FR (code CIM10)-Chap5 (TROUBLES MENTAUX)-F48 (Tbl. NEVROTIQUES, NCA)-F488 (Autres troubles névrotiques précisés)
M4947	M4947 (Spondylopathie neurologique   Région lombo sacrée)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M49 (SPONDYLOPATHIES AVEC MAL. CL. AILL.)-M4947 (Spondylopathie neurologique   Région lombo sacrée)
C103	C103 (Tumeur maligne de la paroi postérieure de l'oropharynx)	ICD10FR (code CIM10)-Chap2 (TUMEURS)-C10 (T.M. DE L'OROPHARYNX)-C103 (Tumeur maligne de la paroi postérieure de l'oropharynx)
H328	H328 (Autres affections choriorétiniennes au cours de maladies classées ailleurs)	ICD10FR (code CIM10)-Chap7 (MALADIES OEIL ET ANNEXES)-H32 (AFF. CHORIORETINIENNES AVEC MAL. CL. AILL.)-H328 (Autres affections choriorétiniennes au cours de maladies classées ailleurs)
T371	T371 (Intoxication par antimycobactériens)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-T37 (INTOX. PAR D'AUTRES ANTI INFECT. ET ANTIPARASIT. SYSTEMIQUES)-T371 (Intoxication par antimycobactériens)
M9914	M9914 (Subluxation complexe (vertébrale)   Région sacrée/Sacro coccygienne, sacro iliaque)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M99 (LES. BIOMECANIQUES, NCA)-M9914 (Subluxation complexe (vertébrale)   Région sacrée/Sacro coccygienne, sacro iliaque)
Y004	Y004 (( CIM10 : Y00.4 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y00 (Y00)-Y004 (( CIM10 : Y00.4 ))
H652	H652 (Otite moyenne séreuse chronique)	ICD10FR (code CIM10)-Chap8 (MALADIE OREILLE ET MASTOIDE)-H65 (OTITE MOY. NON SUPPUREE)-H652 (Otite moyenne séreuse chronique)
J020	J020 (Pharyngite à streptocoques)	ICD10FR (code CIM10)-Chap10 (MALADIES APPAREIL RESPIRATOIRE)-J02 (PHARYNGITE AIG.)-J020 (Pharyngite à streptocoques)
M8422	M8422 (Retard de consolidation d'une fracture   Bras)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M84 (ANOM. DE LA CONTINUITE OSSEUSE)-M8422 (Retard de consolidation d'une fracture   Bras)
S008	S008 (Lésion traumatique superficielle d'autres parties de la tête)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-S00 (LES. TRAUMA. SUPERF. DE LA TETE)-S008 (Lésion traumatique superficielle d'autres parties de la tête)
V362	V362 (( CIM10 : V36.2 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-V36 (V36)-V362 (( CIM10 : V36.2 ))
B392	B392 (Histoplasmose pulmonaire à Histoplasma capsulatum, sans précision)	ICD10FR (code CIM10)-Chap1 (MALADIES INFECTIEUSES ET PARASITAIRES)-B39 (HISTOPLASMOSE)-B392 (Histoplasmose pulmonaire à Histoplasma capsulatum, sans précision)
W596	W596 (( CIM10 : W59.6 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W59 (W59)-W596 (( CIM10 : W59.6 ))
S099	S099 (Lésion traumatique de la tête, sans précision)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-S09 (LES. TRAUMA. DE LA TETE, NCA OU SAI)-S099 (Lésion traumatique de la tête, sans précision)
Z595	Z595 (Difficultés liées à une pauvreté extrême)	ICD10FR (code CIM10)-Chap21 (FACTEURS INFLUANT L'ETAT DE SANTE)-Z59 (DIFF. LIEES AU LOGEMENT ET AUX CONDITIONS ECONOMIQUES)-Z595 (Difficultés liées à une pauvreté extrême)
B45	B45 (CRYPTOCOCCOSE)	ICD10FR (code CIM10)-Chap1 (MALADIES INFECTIEUSES ET PARASITAIRES)-B45 (CRYPTOCOCCOSE)
E053	E053 (Thyréotoxicose due à des nodules thyroïdiens ectopiques)	ICD10FR (code CIM10)-Chap4 (MALADIES ENDOCRINES ,NUTRITION ,METABOLISME ET TR IMMUNITAIRE)-E05 (THYREOTOXICOSE)-E053 (Thyréotoxicose due à des nodules thyroïdiens ectopiques)
M2117	M2117 (Déformation en varus, non classée ailleurs   Cheville et pied)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M21 (DEFORM. DES Mb., NCA)-M2117 (Déformation en varus, non classée ailleurs   Cheville et pied)
M8001	M8001 (Ostéoporose post ménopausique avec fracture pathologique   Région scapulaire)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M80 (OSTEOPOROSE AVEC FRAC. PATHO.)-M8001 (Ostéoporose post ménopausique avec fracture pathologique   Région scapulaire)
X954	X954 (( CIM10 : X95.4 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X95 (X95)-X954 (( CIM10 : X95.4 ))
S525	S525 (Fracture de l'extrémité inférieure du radius)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-S52 (FRAC. DE L'Av B.)-S525 (Fracture de l'extrémité inférieure du radius)
K011	K011 (Dents enclavées)	ICD10FR (code CIM10)-Chap11 (MALADIES APPAREIL DIGESTIF)-K01 (DENTS INCLUSES ET ENCLAVEES)-K011 (Dents enclavées)
P122	P122 (Hémorragie épicrânienne sous aponévrotique due à un traumatisme obstétrical)	ICD10FR (code CIM10)-Chap16 (AFFECTION ORIGINE PERINATALE)-P12 (LES. DU CUIR CHEVELU DUE A UN TRAUMA. OBST.)-P122 (Hémorragie épicrânienne sous aponévrotique due à un traumatisme obstétrical)
Q790	Q790 (Hernie diaphragmatique congénitale)	ICD10FR (code CIM10)-Chap17 (ANOMALIES CONGENITALES)-Q79 (MALF. CONG. DU SYST. OSTEO ARTIC. ET DES MUSCLES, NCA)-Q790 (Hernie diaphragmatique congénitale)
M4832	M4832 (Spondylopathie traumatique   Région cervicale)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M48 (SPONDYLOPATHIES, NCA)-M4832 (Spondylopathie traumatique   Région cervicale)
Y634	Y634 (( CIM10 : Y63.4 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y63 (Y63)-Y634 (( CIM10 : Y63.4 ))
O927	O927 (Anomalies de la lactation, autres et sans précision)	ICD10FR (code CIM10)-Chap15 (COMPLICATIONS GROSSESSE ACCOUCHEMENT ET SUITES)-O92 (MASTOPATHIES ET ANOM. DE LA LACTATION ASSOCIEES A L'ACCOUCH.)-O927 (Anomalies de la lactation, autres et sans précision)
M0741	M0741 (Arthropathie au cours de la maladie de Crohn (entérite régionale) (K50. )   Articulations acromio claviculaire, scapulo humérale, et sterno claviculaire)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M07 (ARTHROPATHIES PSORIASIQUES ET ENTEROPATHIQUES)-M0741 (Arthropathie au cours de la maladie de Crohn (entérite régionale) (K50. )   Articulations acromio claviculaire, scapulo humérale, et sterno claviculaire)
Q542	Q542 (Hypospadias pénoscrotal)	ICD10FR (code CIM10)-Chap17 (ANOMALIES CONGENITALES)-Q54 (HYPOSPADIAS)-Q542 (Hypospadias pénoscrotal)
P143	P143 (Autres lésions du plexus brachial dues à un traumatisme obstétrical)	ICD10FR (code CIM10)-Chap16 (AFFECTION ORIGINE PERINATALE)-P14 (LES. DU SYST. NERV. PERIPH. DUE A UN TRAUMA. OBST.)-P143 (Autres lésions du plexus brachial dues à un traumatisme obstétrical)
X150	X150 (( CIM10 : X15.0 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X15 (X15)-X150 (( CIM10 : X15.0 ))
M7941	M7941 (Hypertrophie du coussinet graisseux (rotulien)   Région scapulaire)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M79 (AFF. DES TISSUS MOUS, NCA)-M7941 (Hypertrophie du coussinet graisseux (rotulien)   Région scapulaire)
M2416	M2416 (Autres atteintes du cartilage articulaire   Articulation du genou)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M24 (LES. ARTIC. SPECIFIQUES, NCA)-M2416 (Autres atteintes du cartilage articulaire   Articulation du genou)
K098	K098 (Autres kystes de la région buccale, non classés ailleurs)	ICD10FR (code CIM10)-Chap11 (MALADIES APPAREIL DIGESTIF)-K09 (KYSTES DE LA REGION BUCC., NCA)-K098 (Autres kystes de la région buccale, non classés ailleurs)
W771	W771 (( CIM10 : W77.1 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W77 (W77)-W771 (( CIM10 : W77.1 ))
P269	P269 (Hémorragie pulmonaire non précisée survenant pendant la période périnatale)	ICD10FR (code CIM10)-Chap16 (AFFECTION ORIGINE PERINATALE)-P26 (HEMORR. PULM. SURVENANT PENDANT LA PERIODE PERINAT.)-P269 (Hémorragie pulmonaire non précisée survenant pendant la période périnatale)
M1318	M1318 (Monoarthrite, non classée ailleurs   Autres articulations)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M13 (ARTHRITES, NCA)-M1318 (Monoarthrite, non classée ailleurs   Autres articulations)
M9963	M9963 (Rétrécissement des espaces intervertébraux par ossification et subluxation   Lombo sacrée)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M99 (LES. BIOMECANIQUES, NCA)-M9963 (Rétrécissement des espaces intervertébraux par ossification et subluxation   Lombo sacrée)
S600	S600 (Contusion de(s) doigt(s) sans lésion de l'ongle)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-S60 (LES. TRAUMA. SUPERF. POIGNET, MAIN)-S600 (Contusion de(s) doigt(s) sans lésion de l'ongle)
O623	O623 (Travail trop rapide)	ICD10FR (code CIM10)-Chap15 (COMPLICATIONS GROSSESSE ACCOUCHEMENT ET SUITES)-O62 (ANOM. DE LA CONTRACTION UTERINE ET DE LA DILATATION DU COL)-O623 (Travail trop rapide)
G232	G232 (Dégénérescence striato nigrique [nigrostriée])	ICD10FR (code CIM10)-Chap6 (MALADIES DU SYSTEME NERVEUX)-G23 (MAL. DEGEN. DES NOYAUX GRIS CENTRAUX, NCA)-G232 (Dégénérescence striato nigrique [nigrostriée])
M0740	M0740 (Arthropathie au cours de la maladie de Crohn (entérite régionale) (K50. )   Sièges multiples)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M07 (ARTHROPATHIES PSORIASIQUES ET ENTEROPATHIQUES)-M0740 (Arthropathie au cours de la maladie de Crohn (entérite régionale) (K50. )   Sièges multiples)
F812	F812 (Trouble spécifique de l'acquisition de l'arithmétique)	ICD10FR (code CIM10)-Chap5 (TROUBLES MENTAUX)-F81 (Tbl. SPECIFIQUES DU DEVELOP. DES ACQUISITIONS SCOLAIRES)-F812 (Trouble spécifique de l'acquisition de l'arithmétique)
F155	F155 (Troubles mentaux et du comportement liés à l'utilisation d'autres stimulants, y compris la caféine : trouble psychotique)	ICD10FR (code CIM10)-Chap5 (TROUBLES MENTAUX)-F15 (Tbl. MENT. DUS A STIMUL. NCA.)-F155 (Troubles mentaux et du comportement liés à l'utilisation d'autres stimulants, y compris la caféine : trouble psychotique)
N64	N64 (AFF. DU SEIN, NCA)	ICD10FR (code CIM10)-Chap14 (MALADIES ORGANES GENITO URINAIRES)-N64 (AFF. DU SEIN, NCA)
Y261	Y261 (( CIM10 : Y26.1 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y26 (Y26)-Y261 (( CIM10 : Y26.1 ))
K083	K083 (Racine dentaire laissée en place)	ICD10FR (code CIM10)-Chap11 (MALADIES APPAREIL DIGESTIF)-K08 (AFF. DES DENTS ET DU PARODONTE, NCA)-K083 (Racine dentaire laissée en place)
M8653	M8653 (Autres ostéomyélites hématogènes chroniques   Avant bras)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M86 (OSTEOMYELITE)-M8653 (Autres ostéomyélites hématogènes chroniques   Avant bras)
K83	K83 (MAL. DES VOIES BIL., NCA)	ICD10FR (code CIM10)-Chap11 (MALADIES APPAREIL DIGESTIF)-K83 (MAL. DES VOIES BIL., NCA)
C722	C722 (Tumeur maligne du nerf olfactif)	ICD10FR (code CIM10)-Chap2 (TUMEURS)-C72 (T.M. MOELLE EP., NERFS CRANIENS ET AUTRES PARTIES DU S.N.C.)-C722 (Tumeur maligne du nerf olfactif)
V755	V755 (( CIM10 : V75.5 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-V75 (V75)-V755 (( CIM10 : V75.5 ))
M0642	M0642 (Polyarthropathie inflammatoire   Articulation du coude)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M06 (POLYARTHRITES RHUMATOIDES, NCA)-M0642 (Polyarthropathie inflammatoire   Articulation du coude)
M104	M104 (Autre goutte secondaire)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M10 (GOUTTE)-M104 (Autre goutte secondaire)
I12	I12 (NEPHROPATHIE HYPERTENSIVE)	ICD10FR (code CIM10)-Chap9 (MALADIES APPAREIL CIRCULATOIRE)-I12 (NEPHROPATHIE HYPERTENSIVE)
N044	N044 (Syndrome néphrotique avec glomérulonéphrite proliférative endocapillaire diffuse)	ICD10FR (code CIM10)-Chap14 (MALADIES ORGANES GENITO URINAIRES)-N04 (SYND. NEPHROTIQUE)-N044 (Syndrome néphrotique avec glomérulonéphrite proliférative endocapillaire diffuse)
D017	D017 (Carcinome in situ d'autres organes digestifs précisés)	ICD10FR (code CIM10)-Chap2 (TUMEURS)-D01 (CARC. IN SITU DES ORG. DIG., NCA OU SAI)-D017 (Carcinome in situ d'autres organes digestifs précisés)
M0762	M0762 (Autres arthropathies entéropathiques   Articulation du coude)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M07 (ARTHROPATHIES PSORIASIQUES ET ENTEROPATHIQUES)-M0762 (Autres arthropathies entéropathiques   Articulation du coude)
Y470	Y470 (( CIM10 : Y47.0 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y47 (Y47)-Y470 (( CIM10 : Y47.0 ))
M900	M900 (Tuberculose osseuse (A18.0))	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M90 (OSTEOPATHIE AVEC MAL. CL. AILL.)-M900 (Tuberculose osseuse (A18.0))
A931	A931 (Fièvre à phlébotome)	ICD10FR (code CIM10)-Chap1 (MALADIES INFECTIEUSES ET PARASITAIRES)-A93 (FIEVRES VIRALES TRANSMISES PAR DES ARTHROPODES, NCA)-A931 (Fièvre à phlébotome)
X957	X957 (( CIM10 : X95.7 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X95 (X95)-X957 (( CIM10 : X95.7 ))
M0883	M0883 (Autres polyarthrites juvéniles   Articulation du poignet)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M08 (POLYARTHRITES JUV.)-M0883 (Autres polyarthrites juvéniles   Articulation du poignet)
Y08	Y08 (Y08)	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y08 (Y08)
Y800	Y800 (( CIM10 : Y80.0 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y80 (Y80)-Y800 (( CIM10 : Y80.0 ))
Y178	Y178 (( CIM10 : Y17.8 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y17 (Y17)-Y178 (( CIM10 : Y17.8 ))
T939	T939 (Séquelles de lésion traumatique du membre inférieur, sans précision)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-T93 (SEQ. DE LES. TRAUMA. DU Mb. INF.)-T939 (Séquelles de lésion traumatique du membre inférieur, sans précision)
Q390	Q390 (Atrésie de l'osophage, (sans fistule))	ICD10FR (code CIM10)-Chap17 (ANOMALIES CONGENITALES)-Q39 (MALF. CONG. DE L'OESOPHAGE)-Q390 (Atrésie de l'osophage, (sans fistule))
E11	E11 (D.N.I.D.)	ICD10FR (code CIM10)-Chap4 (MALADIES ENDOCRINES ,NUTRITION ,METABOLISME ET TR IMMUNITAIRE)-E11 (D.N.I.D.)
I528	I528 (Autres cardiopathies au cours de maladies classées ailleurs)	ICD10FR (code CIM10)-Chap9 (MALADIES APPAREIL CIRCULATOIRE)-I52 (CARDIOPATHIES NCA, AVEC MAL. CL. AILL.)-I528 (Autres cardiopathies au cours de maladies classées ailleurs)
M6526	M6526 (Tendinite calcifiante   Jambe)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M65 (SYNOVITE ET TENOSYNOVITE)-M6526 (Tendinite calcifiante   Jambe)
J40	J40 (BRONCHITE, SAI)	ICD10FR (code CIM10)-Chap10 (MALADIES APPAREIL RESPIRATOIRE)-J40 (BRONCHITE, SAI)
C950	C950 (Leucémie aiguë à cellules non précisées)	ICD10FR (code CIM10)-Chap2 (TUMEURS)-C95 (LEUCEMIE A CELL. SAI)-C950 (Leucémie aiguë à cellules non précisées)
H19	H19 (AFF. DE LA SLEROTIQUE ET DE LA CORNEE AVEC MAL. CL. AILL.)	ICD10FR (code CIM10)-Chap7 (MALADIES OEIL ET ANNEXES)-H19 (AFF. DE LA SLEROTIQUE ET DE LA CORNEE AVEC MAL. CL. AILL.)
I831	I831 (Varices des membres inférieurs, avec inflammation)	ICD10FR (code CIM10)-Chap9 (MALADIES APPAREIL CIRCULATOIRE)-I83 (VARICES DES Mb. INF.)-I831 (Varices des membres inférieurs, avec inflammation)
V764	V764 (( CIM10 : V76.4 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-V76 (V76)-V764 (( CIM10 : V76.4 ))
D758	D758 (Autres maladies précisées du sang et des organes hématopoïétiques)	ICD10FR (code CIM10)-Chap3 (MALADIES DU SANG ET ORGANES HEMATO)-D75 (MAL. DU SANG ET DES ORG. HEMATO., NCA)-D758 (Autres maladies précisées du sang et des organes hématopoïétiques)
M4203	M4203 (Ostéochondrite vertébrale juvénile   Région cervico dorsale)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M42 (OSTEOCHONDRITE VERTEB.)-M4203 (Ostéochondrite vertébrale juvénile   Région cervico dorsale)
T201	T201 (Brûlure du premier degré de la tête et du cou)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-T20 (BRULURE ET CORROSION DE LA TETE ET DU COU)-T201 (Brûlure du premier degré de la tête et du cou)
O411	O411 (Infection du sac amniotique et des membranes)	ICD10FR (code CIM10)-Chap15 (COMPLICATIONS GROSSESSE ACCOUCHEMENT ET SUITES)-O41 (ANOM. DU L.A. ET DES MEMBRANES, NCA)-O411 (Infection du sac amniotique et des membranes)
V449	V449 (( CIM10 : V44.9 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-V44 (V44)-V449 (( CIM10 : V44.9 ))
L878	L878 (Autres anomalies de l'élimination transépidermique)	ICD10FR (code CIM10)-Chap12 (MALADIES PEAU ET TISSU SS CUTANE)-L87 (ANOM. DE L'ELIMINATION TRANSEPIDERMIQUE)-L878 (Autres anomalies de l'élimination transépidermique)
W515	W515 (( CIM10 : W51.5 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W51 (W51)-W515 (( CIM10 : W51.5 ))
M0582	M0582 (Autres polyarthrites rhumatoïdes séropositives   Articulation du coude)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M05 (POLYARTHRITE RHUMATOIDE SEROPOSITIVE)-M0582 (Autres polyarthrites rhumatoïdes séropositives   Articulation du coude)
X624	X624 (( CIM10 : X62.4 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X62 (X62)-X624 (( CIM10 : X62.4 ))
M7114	M7114 (Autres bursites infectieuses   Main)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M71 (BURSITES, NCA)-M7114 (Autres bursites infectieuses   Main)
O85	O85 (SEPTICEMIE PUERP.)	ICD10FR (code CIM10)-Chap15 (COMPLICATIONS GROSSESSE ACCOUCHEMENT ET SUITES)-O85 (SEPTICEMIE PUERP.)
C444	C444 (Tumeur maligne de la peau du cuir chevelu et du cou)	ICD10FR (code CIM10)-Chap2 (TUMEURS)-C44 (T.M. DE LA PEAU, NCA)-C444 (Tumeur maligne de la peau du cuir chevelu et du cou)
M865	M865 (Autres ostéomyélites hématogènes chroniques)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M86 (OSTEOMYELITE)-M865 (Autres ostéomyélites hématogènes chroniques)
R829	R829 (Résultats anormaux de l'examen des urines, autres et non précisés)	ICD10FR (code CIM10)-Chap18 (SYMPTOMES SIGNES ET ETATS MORBIDES)-R82 (RES. Anx. DE L'EX. DES URINES, NCA)-R829 (Résultats anormaux de l'examen des urines, autres et non précisés)
M8021	M8021 (Ostéoporose d'inactivité avec fracture pathologique   Région scapulaire)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M80 (OSTEOPOROSE AVEC FRAC. PATHO.)-M8021 (Ostéoporose d'inactivité avec fracture pathologique   Région scapulaire)
N81	N81 (PROLAPSUS GEN.)	ICD10FR (code CIM10)-Chap14 (MALADIES ORGANES GENITO URINAIRES)-N81 (PROLAPSUS GEN.)
F489	F489 (Trouble névrotique, sans précision)	ICD10FR (code CIM10)-Chap5 (TROUBLES MENTAUX)-F48 (Tbl. NEVROTIQUES, NCA)-F489 (Trouble névrotique, sans précision)
C4938	C4938 (Autres tumeurs malignes du tissu conjonctif et autres tissus mous du thorax)	ICD10FR (code CIM10)-Chap2 (TUMEURS)-C49 (T.M. DU TISSU CONJ. ET DES TISSUS MOUS NCA)-C4938 (Autres tumeurs malignes du tissu conjonctif et autres tissus mous du thorax)
R05	R05 (TOUX)	ICD10FR (code CIM10)-Chap18 (SYMPTOMES SIGNES ET ETATS MORBIDES)-R05 (TOUX)
A045	A045 (Entérite à Campylobacter)	ICD10FR (code CIM10)-Chap1 (MALADIES INFECTIEUSES ET PARASITAIRES)-A04 (INFECT. INTEST. BACT., NCA)-A045 (Entérite à Campylobacter)
M4653	M4653 (Autres spondylopathies infectieuses   Région cervico dorsale)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M46 (SPONDYLOPATHIES INFL., NCA)-M4653 (Autres spondylopathies infectieuses   Région cervico dorsale)
H119	H119 (Affection de la conjonctive, sans précision)	ICD10FR (code CIM10)-Chap7 (MALADIES OEIL ET ANNEXES)-H11 (AFF. DE LA CONJONCTIVE, NCA)-H119 (Affection de la conjonctive, sans précision)
O008	O008 (Autres grossesses extra utérines)	ICD10FR (code CIM10)-Chap15 (COMPLICATIONS GROSSESSE ACCOUCHEMENT ET SUITES)-O00 (G.E.U.)-O008 (Autres grossesses extra utérines)
O744	O744 (Réaction toxique à une anesthésie locale au cours du travail et de l'accouchement)	ICD10FR (code CIM10)-Chap15 (COMPLICATIONS GROSSESSE ACCOUCHEMENT ET SUITES)-O74 (COMPLIC. DE L'ANEST. ET TRAVAIL, ACCOUCH.)-O744 (Réaction toxique à une anesthésie locale au cours du travail et de l'accouchement)
Y473	Y473 (( CIM10 : Y47.3 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y47 (Y47)-Y473 (( CIM10 : Y47.3 ))
M2577	M2577 (Ostéophyte   Articulations de la cheville et du pied)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M25 (AFF. ARTIC., NCA)-M2577 (Ostéophyte   Articulations de la cheville et du pied)
M8421	M8421 (Retard de consolidation d'une fracture   Région scapulaire)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M84 (ANOM. DE LA CONTINUITE OSSEUSE)-M8421 (Retard de consolidation d'une fracture   Région scapulaire)
C940	C940 (Polyglobulie primitive aiguë et érythroleucose)	ICD10FR (code CIM10)-Chap2 (TUMEURS)-C94 (LEUCEMIES A CELL. PREC., NCA)-C940 (Polyglobulie primitive aiguë et érythroleucose)
W221	W221 (( CIM10 : W22.1 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W22 (W22)-W221 (( CIM10 : W22.1 ))
P911	P911 (Kystes périventriculaires acquis du nouveau né)	ICD10FR (code CIM10)-Chap16 (AFFECTION ORIGINE PERINATALE)-P91 (AFF. CEREB. DU N.N., NCA)-P911 (Kystes périventriculaires acquis du nouveau né)
G722	G722 (Myopathie due à d'autres agents toxiques)	ICD10FR (code CIM10)-Chap6 (MALADIES DU SYSTEME NERVEUX)-G72 (MYOPATHIES, NCA)-G722 (Myopathie due à d'autres agents toxiques)
M821	M821 (Ostéoporose au cours de maladies endocriniennes (E00 E34))	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M82 (OSTEOPOROSE AVEC MAL. CL. AILL.)-M821 (Ostéoporose au cours de maladies endocriniennes (E00 E34))
